Symbol	Uniprot_ID	Norm.Ratio.1	Norm.Ratio.2	Norm.Ratio.3
CG4612	Q9W158		-1.577207	-0.7727517
CG4617	Q9W3S4		NaN	
CG4618	Q9VRJ5	0.1304918	0.9493482	0.8897071
CG4619	Q7KTG0	-0.2063932	-0.6406362	-0.7301529
CG4622	Q2PE14-1			NaN
CG4638	Q95TH3	-0.4466797	-0.1875429	0.1760674
CG4643	B7YZR5	0.3859593	0.481299	
CG4645	Q9VYI1	-2.198431		NaN
CG4646	A1Z9A2	0.5354781	0.2106382	NaN
CG4658	Q9VL57	0.5563085	1.357608	1.951364
CG4666	Q9W440	0.2405884	-2.213504	-1.537131
CG4670	Q7JQR3	0.3314633	0.2215678	-0.0274397
CG4673	Q8IMS6	0.3237506	0.001153714	0.0618453
CG4679	A1Z9A8	0.1724736	-0.04319989	0.02970023
CG4685	Q9VBP6	-0.1810389	0.5365503	0.3084773
CG4686	Q9VDT4	-0.2879451	0.1718473	
CG4688	Q7JYX0			NaN
CG4692	Q9W141-2	-0.6093767	0.4494293	-0.05078633
CG4699	Q0KI68	-1.179957	-0.5908752	
CG4721	Q95U74	-0.7353489	0.2833292	-0.2682086
CG4729	Q961F9	0.541282	-1.46905	
CG4738	Q9VKJ3	0.05514159	0.2496274	0.2221863
CG4747	Q8T079	-0.7647708	-1.652357	-1.872552
CG4749	Q9VPX3	-0.6956376		0.2885358
CG4752	Q8MS45	0.224233	0.6867918	0.5434959
CG4753	Q9VV49	-0.3779566	0.1889072	0.01849174
CG4764	Q2XYI2	0.5347883	0.2067682	0.1166309
CG4769	Q9VRL0	0.2255144	-0.05604118	-0.04817354
CG4771	Q9VCU7	-0.3728406	-1.027293	-1.036763
CG4780	Q9VRL2	-0.5439907		-0.3909259
CG4785	Q9VPY0	-0.09612688	1.52306	0.2754839
CG4789	Q9VXA9	1.284827	0.1627257	0.1036654
CG4802	Q9V813	0.240435	0.06915226	-0.1283929
CG4806	Q8T9I4	-2.789834	-2.701717	NaN
CG4813	Q9VCV3	NaN	1.228295	
CG4825	Q9VPD3			-0.313764
CG4827	Q7K0L5	-1.507921	-2.173254	-1.708066
CG4842	Q9VV47	1.621178	0.2757223	0.3001823
CG4847	A1ZAU4		-1.253636	
CG4848	Q9VGC3	0.245523		-0.218783
CG4849	Q9VAX8	0.0231232	0.04781753	0.1013812
CG4858	Q9VPD2	1.159718	-0.482029	
CG4860	Q95S48	-0.3983503		
CG4872	Q8SY58	0.1031314	0.2678354	0.3440331
CG4877	Q95RV6		0.3807295	0.486251
CG4880	Q9VX97	NaN		
CG4882	O77477	-0.1418251	-0.344465	0.2216915
CG4884	Q9VAX9	NaN	-0.3781193	NaN
CG4896	Q6NQZ3	0.3822314		
CG4901	Q9VL25	-1.05589	-0.0169061	-0.3116853
CG4908	Q9VL22	-0.4565959	-0.1824422	NaN
CG4925	Q9VV40	-0.1396005		NaN
CG4933	Q9VV41	0.204499	-0.000461761	0.1315895
CG4936	Q9VDQ3		-1.928128	
CG4951	A1A708	-0.7646859	NaN	-0.08702827
CG4953	Q95TN1			NaN
CG4957	Q8T9L2		-0.2506116	
CG4966-RB	A1ZAX6			-0.5947483
CG4968	Q9VL00	0.7294592	-0.4615214	0.1286893
CG4972	Q8MZ34	0.2109302	0.004177767	0.1351408
CG4973	Q9VDP8	-0.01006364		0.1618232
CG4975	B7YZJ4	-1.716508	-0.262919	0.05824728
CG4980	Q9VAY6			NaN
CG4991	B7Z0Z9	2.32027	2.579373	2.394679
CG4998	Q0E8E2	-0.3865902	0.2387868	
CG5003	Q8MSW5	1.5992	-0.6441267	
CG5009	Q7KML2	0.2233907	0.1436546	0.6401582
CG5010	Q9VX77	-0.1232689	0.7952682	
CG5018	Q8T021	-1.479282	-1.08896	-1.309753
CG5021	Q8IQC1-1	-0.05838585	0.1309309	-0.4203951
CG5023	Q9I7J0	NaN		
CG5026	Q8MRD6			0.8036403
CG5028	Q8MT18	0.009567836	0.03871708	0.269871
CG5044	Q86BP1	-0.3600833	-0.4163076	-0.2121496
CG5045	Q9VKY3	0.6205565	0.6418234	0.169412
CG5065	A1ZAI5	-3.333424		NaN
CG5068	Q95R98	-1.183391	-0.2698949	-0.2175746
CG5073	Q9VF70			-0.9653899
CG5077	Q7KSB3	-0.153935	-0.3017816	-0.3987789
CG5080	Q7K3E2	-0.1164979		
CG5087	Q9VSS9	-0.2207014	-0.3365005	1.108892
CG5098	Q6AWG9-2	-1.084268		
CG5110	Q9VJD2			0.7550585
CG5112	Q9VBQ5	-0.3960498	-0.7690347	-0.53822
CG5114	Q9VUI8	0.1814439	-0.7451884	0.02602103
CG5116	Q8SYD1			NaN
CG5126	Q9VPY7	0.6343971	0.447103	0.6363578
CG5127	Q8SZS6	-0.3169567		0.2353594
CG5131	Q9VJD0	-0.670931	0.01449814	0.04711958
CG5144	Q8T8X7			NaN
CG5147-RA	Q8SYM9	-0.8512793	-0.8000482	
CG5149	Q9VM22	-0.02431962	-0.2690428	-0.2248567
CG5162	Q8SXG0	0.1898284	0.244887	-0.09258631
CG5167	Q9VG81	-0.3294107	-0.7048412	-0.9016613
CG5168	Q9VKW1	0.666416	-0.6288984	-0.0874728
CG5174	A1ZB77	-0.5750218	-0.192233	0.1273692
CG5181	Q9VM17	-0.3043942		-0.1281248
CG5188	Q8SZG2	1.398018		NaN
CG5189	Q9V8I2			0.3842709
CG5190	Q7JUX9	0.002339053	1.82546	-0.515274
CG5191	Q7KSA4		-1.44906	-1.880179
CG5196	Q8SWX8	-0.7291829	0.7599228	
CG5198	Q9VKV5	-0.458067		
CG5205	Q961L2	0.6503403	-0.6362121	-0.5364613
CG5214	Q9VGQ1	-0.01578305	0.3343394	0.01406952
CG5220	Q9VEP1	0.5701216		-0.3544644
CG5222	Q95TS5	0.2329555	0.3223896	0.1887806
CG5224	Q7JVZ8	1.172766	0.3021728	0.506805
CG5226-RA	A1ZB95	0.8015058	1.020342	
CG5235	Q9VUY0		-0.01218434	
CG5261	Q7KTK9	-0.256286	-0.1860485	-0.1811494
CG5274	Q9VPF9			NaN
CG5276	Q9VGN8		NaN	NaN
CG5284	Q8IQN2	-0.03941911	0.3246955	-0.3209907
CG5287	Q9VK30	0.7607486		
CG5288	Q95U34	0.1389498	-0.4268194	0.04977013
CG5290	Q5U160	-0.1458731	-0.2486563	-0.1081764
CG5292	Q9VEM0			NaN
CG5316	Q8MSG8-1	-3.374761	-1.051818	NaN
CG5317	Q8SYU2	-2.513996	-0.4990349	-3.106063
CG5323	Q7JVK8	-0.19131	0.1935825	-0.3609346
CG5325	Q8IP97	-1.009992	-0.389111	
CG5335-RA	A1ZBB1			0.6039764
CG5339	Q9W1H1	-0.7126398	0.2513252	0.229834
CG5343	Q9VKV8	-0.1800205		
CG5355	Q961N7	0.5499792	0.1887806	0.279293
CG5360	Q9W1N8	NaN		
CG5362	Q8MQS7	0.1950378	0.2315553	0.3485724
CG5367	Q9VKY4	0.308716		-0.5194454
CG5377	Q8MRU8	2.31165	0.02034214	0.4980466
CG5380	Q9VD25	-1.019417	-0.8210241	
CG5382	Q9VD26	-0.08256635	0.2842772	-0.6951152
CG5384	Q9VKZ8	0.4082631	0.3615439	0.2784607
CG5385-RA	Q9VKZ9	-1.291191		NaN
CG5389	Q8T4C4	2.927524		0.4349884
CG5397	Q9VPZ5			NaN
CG5412	Q9VDL1	0.3835482	-1.781554	-0.4779644
CG5414	Q9VUY4	0.2315489	0.1615652	0.1971105
CG5446	Q868A1	0.9330497	-0.523442	
CG5447	Q9VBF0	-0.6140031		
CG5451	Q9VE18		-0.2246207	-0.4287213
CG5463	Q8IGR5	-0.03012422	0.02219017	NaN
CG5482	Q7K3D4	0.05059208	-0.7163389	-0.06407261
CG5484	Q8IGH0	0.8928746	1.207018	0.1833276
CG5491	Q9VBB3	-0.2970153	0.3441468	0.06956466
CG5508	Q8IMM7	0.2902859	-0.4653009	0.03238294
CG5510	Q9VCC2	-0.414785		0.4618429
CG5515	Q95RT3	1.771372	-0.1437712	-0.2109469
CG5521	Q9VB98	-0.8768803	-0.3132082	-0.008711285
CG5524	Q9VCB8		0.5357544	0.1772162
CG5525	Q9VK69	0.1715796	0.2808376	0.221939
CG5535	Q7KUR6	-0.3013536	0.2579761	-0.2318369
CG5537	Q9VRQ1	0.50273	-0.3897724	-0.1943939
CG5543	Q9W1J3	-0.02743714	-0.3041843	
CG5548	Q9VXZ0	0.2466521	0.09044699	0.3974743
CG5554	Q9W1I7	0.4639073	0.6856262	0.5058909
CG5555	Q9VDZ1	0.5829657		0.5681294
CG5567	Q8T0U0	0.3012837	-0.4364318	-0.4335648
CG5568	Q9VRQ4	NaN		1.754289
CG5569	Q9W1H9	0.5534261		0.1301402
CG5585-RA	Q9VPH8	-0.221939	NaN	-0.2784436
CG5589	Q9VVK8	-2.695793	-2.877473	NaN
CG5590	Q9VB10	0.04939721	0.3256167	0.3828332
CG5599	Q9VXY3	-0.2414741	-0.3247983	-0.09777975
CG5602	Q960P4	0.2921749	0.8406848	0.6930521
CG5604	Q6NR00	-1.862193	-2.249685	-1.997233
CG5608	Q8T989	0.4868731	0.6121165	0.8376203
CG5611	Q9VB17	-0.5429019	-0.1291658	-0.1529492
CG5613	Q86B46		NaN	
CG5625	Q95RP4	-0.08147596	-0.1576406	-0.06041236
CG5626	Q9VTV4			NaN
CG5629	Q7KN99	2.107306	0.141302	0.1281614
CG5630	A8JR58	-0.6122109		
CG5640	Q76NQ3	-2.118094	-1.306609	1.58323
CG5641	Q9VG73	0.358602	0.3406192	0.1735112
CG5642	Q9VTU4	-0.2856981	-0.3903396	-0.3333161
CG5644	Q9VSS3		NaN	
CG5660	Q9VSR7		NaN	-0.1749634
CG5664	Q960G7	NaN	0.7411433	NaN
CG5676	Q9VL16	0.5045094	0.3873625	0.4645637
CG5691	Q9W059	1.076311		
CG5703	Q7JYN2	-0.4403144	0.2734562	0.1040682
CG5705	Q9VK20		-0.6246435	-0.3630855
CG5706	Q9VCA5	0.7356678	0.07642223	0.140517
CG5721	Q7K486	0.4983621	0.3614315	0.4875892
CG5726	Q7JRH5	0.4468558	0.9435838	0.787516
CG5728	Q9VC94	-1.29942	-1.843112	-1.761164
CG5741	B7Z0F2			0.02502885
CG5745	Q95RC5	-0.351176		NaN
CG5757	A1ZB29	1.341756		0.1629835
CG5776	Q9VK63	0.7047707	-0.8060139	-0.1312026
CG5787	Q9VK59	-0.6218057	-0.09318636	-0.3399841
CG5789	Q9VC63	-0.2401311	-0.3142841	0.4481609
CG5791	Q9VD48	-0.4232016	-0.4534191	
CG5792	Q9VK57	-0.1359287	0.4851177	0.6136259
CG5793	Q8T8S4	-0.7424374	0.5212518	-0.1802501
CG5794	Q7KS15	0.6539451	1.121811	1.55866
CG5798	Q8MQX4	-0.2340108	-0.8299981	-0.5269301
CG5800	Q9VX34	-2.132281	-2.900234	NaN
CG5802	Q9VDD7	-1.215741	-0.2398046	NaN
CG5823	Q9VEJ4	-0.8360049	-0.5702931	NaN
CG5828	Q8MRA2	1.624732		NaN
CG5844	Q9VG69	-0.02019986	0.248049	0.02800333
CG5853	Q960D7	NaN		NaN
CG5854	Q8I0A0	NaN	-1.288065	-0.4873989
CG5859-RA	A1ZAK1	NaN		NaN
CG5861	Q9V3I6	0.5180192		0.2125071
CG5862	Q9VDD1	0.1262656		
CG5871	Q961J2		0.07724293	0.2882995
CG5886	Q9VBL3	0.350688	0.8363281	0.7129919
CG5899	Q2PDU7	0.5824472	0.8926631	1.049979
CG5902	Q9VCF0	-0.6779817	-0.7299136	
CG5903	Q9VEY5	-0.1204847	-0.06964868	-0.05659618
CG5913	Q960C1	-0.1424789	0.3022899	0.559345
CG5919	Q8MRH1			0.068602
CG5931	Q9VUV9	0.2907799	0.4070807	0.1448295
CG5933	Q9VCE6	0.0450146		-0.521784
CG5941	Q9W445	1.191722	0.1331689	0.4250295
CG5946	Q0E8F5	1.018937		0.3802861
CG5946	Q4LDP7		0.4064278	
CG5961	Q9VG61	-0.9194545		
CG5966	Q9W448	0.9110172	0.2970153	0.08065767
CG5969	Q8T3M1	NaN		NaN
CG5970	Q7K284	-0.7912723	-0.8467913	-0.3938611
CG5973	Q9VM11	-1.630778	-2.079295	-2.481324
CG5978	Q95TT8			0.1075539
CG5991	Q9VCE0	0.02732209	0.9712952	0.7965147
CG6001	Q86P45		0.01991543	
CG6001	Q95S35	0.116645	0.9141818	
CG6013	Q9VE08		NaN	
CG6015	Q9VD52	-0.3022899	0.03252402	-0.5372147
CG6016	A1Z9D9	0.9294733	-0.3761144	NaN
CG6020	Q86NN5	0.4133842	-0.1802991	0.1703097
CG6028	Q95SI7	0.234041	-0.3636979	0.1099623
CG6038	Q9VTM6		NaN	
CG6045	Q8SXA6	0.295978	-0.2411169	-0.0504576
CG6049	Q7K204	1.076189		0.8020691
CG6073	Q9VBG6	-0.4462562	-0.009931016	-0.2418845
CG6084	Q8IQF8	0.5939641	0.9616233	0.8044667
CG6089	Q9VKM7	0.1152692	-0.06310771	-0.1035964
CG6091	Q95S49	NaN		
CG6094	Q9VKU3	-0.1987455	0.1240634	0.2035144
CG6115	Q9VJG4	-0.1721035	-0.5289894	NaN
CG6126	Q961R9	-0.6513158	-0.1934532	NaN
CG6133	Q9W4M9	-0.2703495	-0.1304287	-0.10967
CG6136	Q9VF71			NaN
CG6144	Q9VKU5	0.8231921		
CG6151	Q8IQM8			-0.2969524
CG6153	Q9VK68	0.3740749	0.4025039	0.5753123
CG6166	Q86P18	-2.247654		NaN
CG6178	Q9VCC6	0.810536	0.7839175	0.6091877
CG6179	Q9VWV8	-2.318779	NaN	NaN
CG6180	Q9VK60	0.07433474	0.3816157	0.3307878
CG6192	Q8MQS4		-0.425695	-0.1210628
CG6194	Q8T0A2	-1.707171		-1.344978
CG6195	Q9VDV2	0.03757682	-0.2673227	0.1847246
CG6196	Q9VF82			-0.3081978
CG6197	A1Z9G2	-0.01934605	-0.06804466	0.007482617
CG6199	Q8MSV4	-1.321005	0.1844707	
CG6204	Q95TZ2	NaN		
CG6206	Q8IPB7	0.3283987	0.4912887	0.3604205
CG6208	Q9VH25	NaN	0.3249257	0.04600206
CG6218	Q9VF86	-0.288772		-1.4875
CG6227	Q95TU3	0.06500801	0.05185929	-0.1170205
CG6236	Q95TI3	NaN	0.8042188	0.9186152
CG6259	Q9VVI9	-0.4786094	-0.3875437	-0.270469
CG6276	Q9VF93			NaN
CG6287	Q9VKI8	-0.2002533	-0.07602172	0.1595
CG6293	Q9VH02	0.5301141		1.291957
CG6316	Q8SZY9	-3.002846	-2.14976	-2.052715
CG6321	Q9VTD9			NaN
CG6322	Q9VVI0	-0.5201457	-0.1669885	-0.4498676
CG6327	Q7KUE9			-0.6721746
CG6330	Q8IMQ8	-0.5780209	NaN	NaN
CG6340	Q8IR32		NaN	NaN
CG6357	A1Z9I0		0.6050202	0.5362518
CG6359	Q9VG51	-0.8860428	-0.4679325	-0.7660138
CG6364	B7Z0P8	-0.3328511	-0.3609901	-0.3247441
CG6370	Q7K110	-0.1182268	-0.0410015	-0.07902081
CG6388	Q9VK89	0.3728601		-0.1226484
CG6393	A8WHF7	0.1237169	0.2520522	0.6134373
CG6398	Q9VX17	0.3932546	-1.539897	
CG6406	Q7K1C5		NaN	
CG6409	Q9VTC3	-0.5360529	NaN	
CG6410	Q7JR96	2.12803	-2.255253	NaN
CG6412	Q9VJC7	-0.5967444	0.1200864	-0.08034721
CG6418	Q9VTC1	-0.5051795	-0.7262573	-0.3565686
CG6422	Q8IGP2	-0.3146386	0.2914856	
CG6428	Q9W4N6		-0.9595985	-0.8151484
CG6439	Q9VD58	0.5642434	0.5359534	0.75745
CG6444-RA	Q9VKQ9			NaN
CG6453	Q9VJD1	0.1640598	0.03689012	0.1916889
CG6454	Q8MR20	-0.1925729	0.04739887	
CG6455	P91928-1	-0.02034214	0.1774714	0.1150332
CG6459	Q7JXC4	-0.2433034	-0.1796944	-0.141446
CG6461	Q9VWT3	0.6398942	0.7972621	0.98251
CG6479	Q8IQQ8	-1.510962		NaN
CG6488	Q9VKH0	-0.8038883		-0.2267632
CG6491	Q7K1H0	0.9577759	1.768417	1.498608
CG6498	Q8MSY6	0.5529604		
CG6503	Q7JYH0	0.07158798		
CG6509	Q9VKG8		NaN	NaN
CG6511	Q9VSP0	0.07186091	-0.1786327	-0.005072765
CG6512	Q8IQQ9	0.02463392	0.1025909	0.0766959
CG6522	A1ZAT5	0.04324446	-0.003654613	-0.4985864
CG6523	Q9VJZ6	0.11566	-0.6729566	-0.3118286
CG6540	Q9VWS2	-0.8587768	1.420132	-0.5492401
CG6543	Q7JR58	-0.03618686	-0.02203877	0.4113178
CG6550	Q7K4W1	-0.9033468	-0.7395648	-0.5092451
CG6567	Q9VGV9	0.5458452	0.05450115	0.1614362
CG6568	Q8MRA9			NaN
CG6597	Q9VWB1	0.9165075	1.380619	1.309991
CG6607	Q9VC66	0.6388605	-0.2658476	-0.357437
CG6613	Q9W293	1.172311		NaN
CG6617	Q9VWS1	1.250989	0.5827487	1.023965
CG6621	Q8MZH3	-0.3281471	-0.519859	-0.7617512
CG6623	Q9VFB7	-0.3530974		-0.7227532
CG6637-RA	Q9VD72	NaN		NaN
CG6638	Q9VSL9	0.9929481	1.56267	1.104068
CG6643	Q7KS16			NaN
CG6662	Q9VSL6	0.6123727	0.6443177	0.5727927
CG6664	Q2PDZ3	0.6166357	0.8152475	0.4595366
CG6666	Q8MYW1	-0.581303	0.1326427	-0.660817
CG6673	Q7K206	0.8808165	0.6186146	0.4627853
CG6674	Q9VT74	0.4219018		
CG6686	Q8T064	-0.249506		
CG6687	Q9VFC1	0.9661788		
CG6693	Q9VGR7	0.4312285	0.168642	0.283092
CG6697	Q9XZ16	1.437369	0.6574571	1.056722
CG6701	A1Z9K0	1.935559	1.32239	1.137897
CG6704	A1Z9J8	-0.3583962	-2.525663	-2.172734
CG6707	Q9VT68	0.05380816	-0.002107897	0.05436236
CG6712	Q9VKB4	-1.579228	-2.529073	1.163821
CG6718	Q7KUD4	0.9116684	1.455755	1.266996
CG6719	Q9VGP6	0.21083	0.1996252	-0.0914945
CG6724	Q9VKQ3	-1.639788	-1.745116	-1.344721
CG6726	Q7JUX5	0.6096185	-0.1606047	0.4071896
CG6729	Q9VKQ6	0.5258288		
CG6745	Q9VSK9	0.04058593	0.05269407	0.2878269
CG6746	Q9VKD2	0.4180222		
CG6750	Q9VKR0	0.05659618	-0.6783028	-0.3446481
CG6751	A1Z8D0	0.029647	-0.6373562	-0.6907772
CG6758	Q9W281			NaN
CG6764	Q9VGN9	-2.488258	NaN	-3.116035
CG6766	Q8MQY6	-0.4062101	-0.1233239	
CG6767	Q8IGE6	0.4822708	0.4078422	0.269512
CG6769	Q9VX08	0.5287814		-1.08939
CG6776	Q9VSL2			-0.3543352
CG6782	Q7KSQ0	0.4438698	-0.4262183	-0.4200089
CG6783	Q8IGA2	0.4695097	-0.1780286	-0.03811001
CG6793	Q9VTS7			-0.4440661
CG6796	Q7JZR5	0.001761145		0.117163
CG6807	Q86NT2		0.2076431	
CG6812	Q8SZ96	-1.419647	-0.4649424	-0.9822205
CG6833	Q9VUC3	-3.611999		
CG6838	Q9VNS2	-0.5794698	-0.06964868	-0.2897038
CG6841	Q8SX58	1.587576	-0.925385	-0.6878461
CG6852	B7Z076	-0.1072862	0.01306909	0.02715413
CG6854	Q9VUL1-1	-0.319618	-0.6440139	-0.2456768
CG6859	Q9VUL8	-0.9566514	0.3422133	-1.484792
CG6876	Q9VUM1	-0.4603756	-0.4208971	-0.3566979
CG6878	Q9VUM2	-0.3565946		
CG6888	Q9VUM4			0.3423271
CG6891	Q8IQX5	-1.656405		NaN
CG6904	Q9VFC8-1	0.7598934	0.5385382	0.9533025
CG6905	Q9W0R0	-0.1923205	-0.4680323	0.06983963
CG6907	Q9VMQ7	0.7453334	0.3062623	0.3781787
CG6927	Q9W4G1	1.587923		1.624101
CG6928	Q7K155	0.3217117	0.386811	0.07737969
CG6937	Q8SYV4	-0.7852576	-0.6212887	-0.7360762
CG6945	Q9VUK7	NaN		
CG6950	Q8IGP9	0.8194448	0.05199848	0.2858165
CG6961	Q9VWQ3		-1.662552	NaN
CG6962	Q9VGH0		-1.517379	-1.45799
CG6967	A1ZAP7	0.4711687	0.8947596	0.8388308
CG6983	Q9VSK4	2.267357		
CG6984	Q7K1C3	-0.2391536	0.02005774	0.1774714
CG6985	Q9VCU8		NaN	
CG6994	Q8SY39	-1.776778	-2.708114	-2.800174
CG6995	Q7K1P7	0.6209115	-1.609332	-0.6600189
CG7006	Q9VC28	-2.412863	-3.803796	-2.722896
CG7009	Q9VDD9	NaN		
CG7011	Q9VUM3	1.42977	-0.5377592	NaN
CG7023	Q8IMZ7		NaN	
CG7033	A4V464	0.2885755	0.1445685	0.1487389
CG7039	Q9W389	0.1624765		
CG7044	Q8SZQ6	0.6096624	-0.08138476	0.6023619
CG7048	Q9VCZ8	-0.05269407	-0.2995425	-0.08817804
CG7049	Q8T058	0.2332437		
CG7054	Q9VD02	0.1522916	-0.558984	0.5113668
CG7065	Q7YZA2		-1.23226	-0.7883897
CG7071	Q8SXS0	-0.3274574	-0.3461328	-0.0330528
CG7083	Q9VSH9	NaN		
CG7091	Q9VG14	NaN		2.099531
CG7097	A1ZBH7	0.1365055		-0.7937319
CG7102	Q8MSF4			NaN
CG7112	A8JNN5	0.09318636		NaN
CG7115	Q9XZ28	NaN		
CG7133	Q9VNW1	0.3393817	0.8252158	0.2620723
CG7137	Q7K2B0	-2.964694	-1.653264	-2.515728
CG7145	Q8T3P0	-0.2983063	-0.4019969	-0.3561623
CG7154	Q9VLX2	0.04954653		NaN
CG7172	Q9VP13	0.4219791	-0.9103391	0.4166236
CG7175	Q9VEB4	-0.2035144	-0.05955511	-0.2358237
CG7177	Q9VP17	0.6105874	0.2117599	NaN
CG7182	Q9VSI1	-0.4185677	-0.8563454	-0.4288184
CG7185	Q9VSH4	-0.6984852	0.1164979	-0.564222
CG7192	Q9VWY7	2.36803		0.58938
CG7197	Q2XYK6	-0.04893365	0.663208	0.2418402
CG7200	Q9VJ97	-0.5096452		
CG7208	Q7KSE0	-1.182057	-1.264097	-1.213002
CG7215	Q9VEC8	-1.19604	0.1704378	0.08133958
CG7219	Q9VLU4	0.04860615	-1.73865	-0.5876629
CG7220	Q8T972			NaN
CG7224-RA	Q9VLU6	1.605947		
CG7231	Q8IPH1	2.194295	0.7363018	1.13126
CG7239	Q95S90		-0.3620467	
CG7246	Q9W397	-0.696439	-0.8949656	-0.7961599
CG7255	Q2PDY3	-0.337654		0.2914856
CG7257	Q9VTQ9			0.5202463
CG7261	Q7KN66	0.8236007	0.6164518	0.7091141
CG7262	Q9VFE7	0.340861	0.1640138	-0.06404249
CG7265	Q9VFE9	-0.351063	-0.03648148	-0.4353389
CG7275	Q9VUN7	NaN	-0.6674467	-3.159718
CG7277	Q9VMQ5	0.3042378	0.1570437	0.06488286
CG7280	Q9VWP4	0.2362995	0.7724769	0.423632
CG7288	Q9VWP1	-0.3381105	-0.8084878	-0.1063116
CG7289	Q9VQ60			-0.4168853
CG7307	Q95ST9	0.02370973		
CG7322	Q8SYA6	0.8195211	0.4071896	0.3137102
CG7324	Q9VP46	0.307805		0.5658895
CG7326	Q9VWP0			NaN
CG7328	Q9VW84		-0.03919174	
CG7332	Q9VWN5	-0.06032421	0.5189379	0.2309407
CG7337	Q0E8U7	NaN	-0.276625	NaN
CG7338	Q9VP47		-2.004508	-2.821636
CG7339	Q9VTL6	0.383774	-0.3946005	-0.3278915
CG7341	Q7K121	NaN		
CG7351	Q9VTL1	0.1821967	-0.5559267	0.4974335
CG7356	Q8IPH0	0.07104228	-0.309431	NaN
CG7371	Q86NL4	0.711228		
CG7375	Q9VSF3	0.5944433	0.6814044	0.02970023
CG7382	Q9VMR0	-0.6467157	-0.2788111	-0.6414236
CG7384	Q9VKU2	NaN		NaN
CG7394	B7Z0G3			-0.1954177
CG7414	B7Z098		-0.1063116	-0.06463079
CG7414	Q9VNX8	-0.1826923		
CG7427	Q9VUQ8	0.2873602	0.5402257	-0.156611
CG7429	Q9VLT8	-0.3168408	-0.1551805	
CG7430	Q9VVL7	-0.2937236	-0.2747912	0.1323794
CG7433	Q8MYV0	0.514635	0.2945473	0.2631546
CG7441	Q8SZU2	-0.6420084	-0.6466993	-0.6579688
CG7444	Q9VDU7	-0.7648557	0.3350258	
CG7456	Q95TN4	1.078594		
CG7461	A1ZBJ2	0.502546	-0.359231	0.09774555
CG7477	Q9VEG8	0.4143836	0.02019986	0.3478923
CG7484	Q9VVJ7	-0.01806431	0.610889	-0.03162166
CG7488	Q9VG07	-0.3250409	-0.4756554	0.2310637
CG7506	Q95SS8	0.5976926		-1.793407
CG7518	Q8INH9	-0.1351408	0.3227358	0.5280712
CG7519	Q9VP29	0.1884139	-0.01023609	-0.2908505
CG7530	Q9VFG7		0.5118728	
CG7546	B7Z0D3	-0.2020102	-0.2101122	-0.2753672
CG7546	Q7K3F6	0.05725652		
CG7550	Q9VSD8	-0.08297509		
CG7556	Q9VWL4	-1.059286	-0.9912549	-0.7697477
CG7564	Q9VVI1	-0.4253519	0.01378388	-0.1023259
CG7580	Q9VVH5	-0.1801479	-0.3578807	0.2117599
CG7593	Q9VAI4	0.5486491	-0.4299258	0.01891905
CG7597	Q8T9E1	-0.8431799	-0.929803	-0.3708253
CG7600	Q9XZ12		-0.3556823	-0.9637851
CG7601	Q9Y140	0.7803141	0.7895206	1.148674
CG7603	Q9VVH3	1.780017	-0.5263273	-0.258874
CG7609	Q86BR7	1.644848		
CG7611	Q7K0L4	0.5062093	0.5740531	0.05380643
CG7627	Q8T9B4	0.8279989	0.6798741	0.8033924
CG7628-RA	Q9VTG0	1.122428	2.167262	
CG7630	Q9VVG5	NaN	-0.8512091	0.5995082
CG7632	Q9VP50	0.2358577		
CG7637	Q9V5P6			-0.7965107
CG7638	Q9VTF5	-0.4924173	-1.442183	
CG7639	Q9V784	0.809322	0.5902427	0.2422062
CG7656	Q8IQM4	-0.04837578	-0.4652013	-0.1066844
CG7668	Q8IQU9	-0.1138339	-0.5317399	-0.3654439
CG7670	Q961E1	1.316672	2.217417	1.564329
CG7671	Q8SYC6	0.2143406	0.2914856	0.4752925
CG7675	Q8T0J5	-1.124262	-1.334207	-1.493337
CG7685	Q9VE71			NaN
CG7686	Q7KN79	-1.577876	-1.58208	-2.462913
CG7694	Q9VE61			-0.1717259
CG7698	Q9VE51	0.03833226	-0.05289497	0.08011194
CG7702	Q9VE49	-1.082634	-3.036822	NaN
CG7705	Q5U1C6	-0.9143348	-0.883449	
CG7706	Q8T0F3	0.4934995		
CG7712	Q7JZK1		0.2527789	0.1009776
CG7718	Q8SYL0	-0.5704629	0.7662135	0.6010309
CG7728	Q9VVC9	-1.840967	-1.16104	NaN
CG7730	Q9VVD3			1.143785
CG7737	Q7K4C2	0.2621921	-0.3489598	
CG7739	Q9VUQ7	1.123843	0.007051912	0.4723838
CG7740	P82295	1.969791		1.007698
CG7741	A1Z8J0	0.1990567	-2.962182	
CG7744	A1ZBL2	NaN		
CG7747	Q7K231	0.1177248		0.07587489
CG7757	Q8MRG6	-0.05672221	0.1649149	-0.2086943
CG7766	Q6IDE0	0.2430451	0.263395	
CG7770	Q9VW56	-0.1889072	0.1656869	-0.1831791
CG7772	Q9VX02			NaN
CG7777	A1Z8L8	0.1758432	-0.7085614	0.8838553
CG7778	Q9VLN8	-1.607863		
CG7787	Q9VLP3	0.909553	0.1828194	
CG7789	Q9VAG9	0.5885087	-0.1199964	0.3495917
CG7791	A1Z6H6	0.6136084	0.1628546	0.2062681
CG7800	Q5U162		-0.7096228	
CG7806	Q9VLP5	-0.482332	NaN	
