Accession	log2FC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	sig	comparison	Description	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Chromosome	KEGG Pathways
P13060	0.0397744958658617	0.392373131615486	0.37029179986225	0.708341792346575	0.712998148203128	0.44005288114989	0.464089492309653	NO	Egg_WT - Oocyte_WT	Elongation factor 2 OS=Drosophila melanogaster GN=EF2 PE=1 SV=4	metabolic process	cytoplasm;cytosol	catalytic activity;nucleotide binding;RNA binding	Pf00009, Pf00679, Pf03144, Pf03764, Pf14492	35422	FBgn0000559	Ef2b; EF2	2L	
P13217	-0.0259051311427534	-0.294068484344281	-0.244957746060916	0.778613433633837	0.807664211762641	0.466038843926427	0.496654449474533	NO	Egg_WT - Oocyte_WT	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase OS=Drosophila melanogaster GN=norpA PE=1 SV=4	cellular homeostasis;metabolic process;regulation of biological process;response to stimulus		catalytic activity;enzyme regulator activity;metal ion binding;protein binding;signal transducer activity	Pf00168, Pf00387, Pf00388, Pf06631, Pf08703, Pf09279	31376	FBgn0262738	norpA	X	Wnt signaling pathway; Phosphatidylinositol signaling system; Inositol phosphate metabolism; Phototransduction - fly; AGE-RAGE signaling pathway in diabetic complications; Metabolic pathways
P13496	0.0451331490038331	0.656188425467228	0.435150622142783	0.536041059558888	0.665647770552581	0.377824546567077	0.450066215819782	NO	Egg_WT - Oocyte_WT	Dynactin subunit 1 OS=Drosophila melanogaster GN=Gl PE=1 SV=2	cell differentiation;cell growth;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport	chromosome;cytoplasm;cytoskeleton	catalytic activity;motor activity;protein binding	Pf00769, Pf01302, Pf01576, Pf02463, Pf03962, Pf04111, Pf05557, Pf05622, Pf09787, Pf12128, Pf12455, Pf13166, Pf13514, Pf13851	39536	FBgn0001108	Gl; DCTN1-p150	3L	
P13607	-0.386087568585154	-5.71812040668982	-3.72664854471821	0.00123966340698794	0.000565824858951219	0.0241808840836899	0.00431568832903932	YES	Egg_WT - Oocyte_WT	Sodium/potassium-transporting ATPase subunit alpha OS=Drosophila melanogaster GN=Atpalpha PE=1 SV=3	cell communication;cell organization and biogenesis;regulation of biological process;response to stimulus;transport	cytoplasm;membrane;nucleus	catalytic activity;metal ion binding;nucleotide binding;transporter activity	Pf00122, Pf00689, Pf00690, Pf00702, Pf08282, Pf13246	48971	FBgn0002921	Atpalpha	3R	
P13706	-0.078445292034969	-0.691944782079386	-0.719096108748655	0.514842244893856	0.476004340900276	0.36808185740803	0.372336211804467	NO	Egg_WT - Oocyte_WT	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Drosophila melanogaster GN=Gpdh PE=1 SV=3	metabolic process;response to stimulus	cytoplasm	catalytic activity;nucleotide binding;protein binding	Pf01210, Pf07479	33824	FBgn0001128	Gpdh	2L	Glycerophospholipid metabolism
P14199	0.147845115993633	1.03028533276184	1.29721713268296	0.342605854471904	0.20153157515374	0.294266400898077	0.231178155543846	NO	Egg_WT - Oocyte_WT	Protein ref(2)P OS=Drosophila melanogaster GN=ref(2)P PE=1 SV=2	cell organization and biogenesis;metabolic process	cytoplasm;nucleus;vacuole	DNA binding;metal ion binding;protein binding	Pf00564, Pf00569, Pf07649	35246	FBgn0003231	ref(2)P	2L	
P14318	-0.811877806334406	-6.56776817670624	-7.33776746799446	0.000597147251247467	4.39499072925162e-09	0.0154106153336959	1.61926847584295e-07	YES	Egg_WT - Oocyte_WT	Muscle-specific protein 20 OS=Drosophila melanogaster GN=Mp20 PE=2 SV=2	regulation of biological process		protein binding	Pf00307, Pf00402	36468	FBgn0002789	Mp20	2R	
P14785	0.97574161848163	14.909095429308	9.43526078284774	5.73088114615227e-06	5.31559642203767e-12	0.00149514593986913	3.60203104624783e-10	YES	Egg_WT - Oocyte_WT	G2/mitotic-specific cyclin-A OS=Drosophila melanogaster GN=CycA PE=1 SV=3	cell communication;cell division;cell organization and biogenesis;regulation of biological process	cytoplasm;nucleus	enzyme regulator activity;protein binding	Pf00134, Pf02984	39340	FBgn0000404	CycA	3L	
P15007	0.0534057813217288	0.33651432623793	0.457347587075047	0.747940791727883	0.649743013500162	0.455009980215587	0.444987288711192	NO	Egg_WT - Oocyte_WT	Enolase OS=Drosophila melanogaster GN=Eno PE=1 SV=2	metabolic process;regulation of biological process	cytoplasm;membrane	catalytic activity;metal ion binding	Pf00113, Pf03952, Pf13378	33351	FBgn0000579	Eno	2L	Carbon metabolism; Biosynthesis of amino acids; Glycolysis / Gluconeogenesis; Metabolic pathways; RNA degradation
P15215	-1.05173011553391	-10.9870189205288	-9.85848037756302	3.37823894983192e-05	1.45480797820128e-12	0.00320493964409591	1.21631268340083e-10	YES	Egg_WT - Oocyte_WT	Laminin subunit gamma-1 OS=Drosophila melanogaster GN=LanB2 PE=2 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytoskeleton;extracellular	catalytic activity;motor activity;protein binding;transporter activity	Pf00052, Pf00053, Pf00055, Pf00430, Pf00769, Pf01576, Pf01991, Pf02403, Pf03207, Pf04012, Pf05557, Pf05667, Pf05701, Pf05816, Pf06160, Pf09731, Pf10174, Pf10473, Pf12128, Pf12795, Pf13166, Pf13514	39118	FBgn0267348	LanB2	3L	ECM-receptor interaction
P15348	0.184589117576207	1.88473666025111	1.72569322985429	0.108440552779147	0.091643720338895	0.168324434032621	0.147783425363987	NO	Egg_WT - Oocyte_WT	DNA topoisomerase 2 OS=Drosophila melanogaster GN=Top2 PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding	Pf00204, Pf00521, Pf01751, Pf02518	35225	FBgn0003732	Top2	2L	
P15357	0.152377808322138	2.30664413367423	1.47268582399754	0.0605465950849113	0.148179405374641	0.132740958065549	0.194274692776728	NO	Egg_WT - Oocyte_WT	Ubiquitin-40S ribosomal protein S27a OS=Drosophila melanogaster GN=RpS27A PE=1 SV=2	metabolic process	cytoplasm;cytosol;nucleus;ribosome	metal ion binding;protein binding;structural molecule activity	Pf00240, Pf01599, Pf11976, Pf13881, Pf14560	34420	FBgn0003942	RpS27A	2L	Ribosome
P16371	0.935402469159637	10.7953592759472	8.85919330131439	3.73776925387997e-05	3.21132120735733e-11	0.00339185144124011	1.83701651263744e-09	YES	Egg_WT - Oocyte_WT	Protein groucho OS=Drosophila melanogaster GN=gro PE=1 SV=3	cell communication;cell differentiation;cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding	Pf00400, Pf03920, Pf10282	43162	FBgn0001139	gro	3R	Notch signaling pathway; Wnt signaling pathway; MAPK signaling pathway - fly
P16378	0.23239094909292	5.31312419457165	2.2830618021055	0.00180700498134313	0.0274733572482689	0.0301718199881906	0.0719526097371489	NO	Egg_WT - Oocyte_WT	G protein alpha o subunit OS=Drosophila melanogaster GN=Galphao PE=1 SV=1	cell division;cell organization and biogenesis;regulation of biological process;response to stimulus	membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	Pf00025, Pf00503	36104	FBgn0001122	G-oalpha47A; Galphao	2R	
P16568	0.0934161901518635	1.36492649195404	0.90094609554584	0.221241595775385	0.372677660714862	0.234334660775404	0.326819503407823	NO	Egg_WT - Oocyte_WT	Protein bicaudal D OS=Drosophila melanogaster GN=BicD PE=1 SV=2	cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;Golgi;membrane	protein binding;RNA binding;signal transducer activity	Pf04111, Pf09730	35051	FBgn0000183	BicD	2L	
P16620	0.516351659892791	4.00129598468663	4.63042531198977	0.00710847728416129	3.41079523879511e-05	0.05887463264717	0.000449349862605581	YES	Egg_WT - Oocyte_WT	Tyrosine-protein phosphatase 69D OS=Drosophila melanogaster GN=Ptp69D PE=1 SV=2	cell communication;cell organization and biogenesis;cellular component movement;metabolic process	membrane	catalytic activity;protein binding;receptor activity;signal transducer activity	Pf00041, Pf00102, Pf00782, Pf13350	39443	FBgn0014007	Ptp69D	3L	
P17210	0.0876875990672374	1.54528901535121	0.85391827227036	0.173231118566188	0.39792222903923	0.210934819403898	0.337228088350916	NO	Egg_WT - Oocyte_WT	Kinesin heavy chain OS=Drosophila melanogaster GN=Khc PE=1 SV=2	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;extracellular	catalytic activity;motor activity;nucleotide binding;protein binding	Pf00225, Pf00769, Pf01442, Pf01576, Pf02463, Pf03999, Pf04111, Pf05557, Pf05622, Pf07888, Pf08317, Pf10174, Pf12128, Pf13514	36810	FBgn0001308	Khc	2R	Endocytosis
P17336	-0.643647965284243	-8.67212978602537	-6.17439121102738	0.000129705520032585	2.10432392037528e-07	0.00629567317947218	5.39344466149917e-06	YES	Egg_WT - Oocyte_WT	Catalase OS=Drosophila melanogaster GN=Cat PE=1 SV=2	cell communication;metabolic process;regulation of biological process;response to stimulus	mitochondrion	antioxidant activity;catalytic activity;metal ion binding	Pf00199, Pf06628	40048	FBgn0000261	Cat	3L	Tryptophan metabolism; Carbon metabolism; Glyoxylate and dicarboxylate metabolism; FoxO signaling pathway; Longevity regulating pathway - multiple species; Peroxisome
P17704	-0.0154687100809827	-0.330222435663291	-0.151678801219177	0.752457364954716	0.88015565656947	0.456271353123741	0.517632697807912	NO	Egg_WT - Oocyte_WT	40S ribosomal protein S17 OS=Drosophila melanogaster GN=RpS17 PE=1 SV=2	cell organization and biogenesis;metabolic process	ribosome	structural molecule activity	Pf00833	39088	FBgn0005533	RpS17	3L	Ribosome
P17719	0.0409260307517911	0.369164241215517	0.376416310674228	0.724682761556861	0.708474001937204	0.446697115473113	0.462896638049164	NO	Egg_WT - Oocyte_WT	Dihydrofolate reductase OS=Drosophila melanogaster GN=Dhfr PE=1 SV=3	metabolic process		catalytic activity;nucleotide binding;protein binding	Pf00186	42003	FBgn0004087	Dhfr	3R	Metabolic pathways; One carbon pool by folate; Folate biosynthesis
P17886	0.15560116660083	1.67099657828542	1.46299813916123	0.145756923518008	0.15080055429586	0.194386912769243	0.196290542858866	NO	Egg_WT - Oocyte_WT	Protein crooked neck OS=Drosophila melanogaster GN=crn PE=2 SV=2	cell differentiation;cell organization and biogenesis;cellular component movement;development;metabolic process;regulation of biological process	cytoplasm;nucleus;spliceosomal complex	protein binding;RNA binding	Pf02184	31208	FBgn0000377	crn	X	Spliceosome
P17917	0.0924551201491344	1.62944379990349	0.900348570956772	0.154341727949051	0.372991834396179	0.199636353348781	0.326819503407823	NO	Egg_WT - Oocyte_WT	Proliferating cell nuclear antigen OS=Drosophila melanogaster GN=PCNA PE=1 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;enzyme regulator activity	Pf00705, Pf02747	37290	FBgn0005655	mus209; PCNA	2R	Nucleotide excision repair; DNA replication; Mismatch repair; Base excision repair
P18053	0.0766348935956813	1.09059185207454	0.737876219187455	0.317301241776922	0.464631306930439	0.282651734152322	0.366904966169217	NO	Egg_WT - Oocyte_WT	Proteasome subunit alpha type-4 OS=Drosophila melanogaster GN=Prosalpha3 PE=1 SV=2	metabolic process	cytoplasm;nucleus;proteasome	catalytic activity;protein binding	Pf00227, Pf10584	37378	FBgn0261394	Pros29; Prosalpha3	2R	Proteasome
P18432	-0.965095293721254	-4.06336703861999	-7.18748096131634	0.00662525277898702	7.22059323529531e-09	0.056303789487781	2.57309579175687e-07	YES	Egg_WT - Oocyte_WT	Myosin regulatory light chain 2 OS=Drosophila melanogaster GN=Mlc2 PE=1 SV=2	cell organization and biogenesis		metal ion binding	Pf13405	43587	FBgn0002773	Mlc2	3R	
P18489	-0.161711614994013	-2.47469497404978	-1.56385923533823	0.048150264616304	0.125242787341761	0.121366531593932	0.177476262498501	NO	Egg_WT - Oocyte_WT	Synaptobrevin OS=Drosophila melanogaster GN=Syb PE=2 SV=3	cell organization and biogenesis;transport	membrane	protein binding	Pf00957	36080	FBgn0003660	Syb	2R	SNARE interactions in vesicular transport
P19109	0.161993438579989	1.55044764904265	1.50226503124721	0.172012814765018	0.140398884644923	0.210466576596341	0.187811941301106	NO	Egg_WT - Oocyte_WT	ATP-dependent RNA helicase p62 OS=Drosophila melanogaster GN=Rm62 PE=1 SV=3	defense response;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;cytosol;nucleus;spliceosomal complex	catalytic activity;nucleotide binding;protein binding;RNA binding	Pf00270, Pf00271	40739	FBgn0003261	Rm62	3R	Spliceosome
P20028	0.198750513815279	1.82611227194123	1.83285906064946	0.117620029771313	0.0738117995863544	0.173859633369941	0.129290591326323	NO	Egg_WT - Oocyte_WT	DNA-directed RNA polymerase I subunit RPA2 OS=Drosophila melanogaster GN=RpI135 PE=2 SV=2	cell growth;cell organization and biogenesis;metabolic process	nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	Pf00562, Pf04560, Pf04561, Pf04563, Pf04565, Pf04567, Pf06883	33210	FBgn0003278	RpI135	2L	Pyrimidine metabolism; RNA polymerase; Metabolic pathways; Purine metabolism
P20227	0.634079984032876	4.22567206490805	5.5064258569977	0.00552649967954231	1.94542820859e-06	0.0508131903323136	3.84446076517224e-05	YES	Egg_WT - Oocyte_WT	TATA-box-binding protein OS=Drosophila melanogaster GN=Tbp PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	DNA binding;protein binding	Pf00352	37476	FBgn0003687	Tbp	2R	Basal transcription factors
P20240	-0.0174711077849281	-0.311905255336516	-0.17023056189635	0.765666838911234	0.865633962781391	0.461199439066774	0.513988317911869	NO	Egg_WT - Oocyte_WT	Otefin OS=Drosophila melanogaster GN=Ote PE=1 SV=2	cell division;cell organization and biogenesis;regulation of biological process	chromosome;cytoplasm;cytoskeleton;membrane;nucleus	protein binding	Pf03020	37090	FBgn0266420	Ote	2R	
P20348	0.128387489096273	1.57556709633555	1.22267292736223	0.166195226819893	0.22816841490788	0.206772198760075	0.247497443641383	NO	Egg_WT - Oocyte_WT	Sex-regulated protein janus-A OS=Drosophila melanogaster GN=janA PE=2 SV=2	cell differentiation;metabolic process	cytosol		Pf05005	43569	FBgn0001280	janA	3R	
P20432	-0.000630448774703751	-0.0070076620211061	-0.00594902378619222	0.994635927394061	0.995281139862727	0.524565341593709	0.546515123362761	NO	Egg_WT - Oocyte_WT	Glutathione S-transferase D1 OS=Drosophila melanogaster GN=GstD1 PE=1 SV=1	metabolic process;response to stimulus	cytoplasm	catalytic activity;protein binding	Pf00043, Pf02798, Pf13409, Pf13410, Pf13417, Pf14497	41503	FBgn0001149	GstD1	3R	Glutathione metabolism; Metabolism of xenobiotics by cytochrome P450; Drug metabolism - cytochrome P450
P20439	0.396455319647268	3.86398859110867	3.68526181356231	0.00832369208193976	0.000640049782915141	0.0650752876967627	0.00473237698497058	YES	Egg_WT - Oocyte_WT	G2/mitotic-specific cyclin-B OS=Drosophila melanogaster GN=CycB PE=1 SV=2	cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cytoplasm;nucleus	enzyme regulator activity;protein binding	Pf00134, Pf02984	37618	FBgn0000405	CycB	2R	FoxO signaling pathway
P20477	0.201532103438852	1.64034341283925	1.82340421336518	0.152044003195519	0.0752571820105212	0.197964785890233	0.130768623387981	NO	Egg_WT - Oocyte_WT	Glutamine synthetase 1, mitochondrial OS=Drosophila melanogaster GN=Gs1 PE=2 SV=3	cell organization and biogenesis;metabolic process;transport	mitochondrion	catalytic activity;nucleotide binding	Pf00120, Pf03951	33172	FBgn0001142	Gs1	2L	Metabolic pathways; Nitrogen metabolism; Biosynthesis of amino acids; Glyoxylate and dicarboxylate metabolism; Arginine biosynthesis; Alanine, aspartate and glutamate metabolism
P21187	0.171584458709138	1.58635077080622	1.58372491147509	0.163755393626775	0.120646014954516	0.204659219402051	0.172992266780178	NO	Egg_WT - Oocyte_WT	Polyadenylate-binding protein OS=Drosophila melanogaster GN=pAbp PE=1 SV=3	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm;cytosol;nucleus;spliceosomal complex	protein binding;RNA binding	Pf00076, Pf00658, Pf13893, Pf14259	37070	FBgn0265297	pAbp	2R	mRNA surveillance pathway; RNA degradation; RNA transport
P21914	0.175071762218945	2.5750178284892	1.68914934488675	0.0420502130819251	0.0984914712850242	0.11523072437547	0.153916225455865	NO	Egg_WT - Oocyte_WT	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Drosophila melanogaster GN=SdhB PE=2 SV=2	metabolic process;transport	membrane;mitochondrion	catalytic activity;metal ion binding	Pf13085, Pf13183, Pf13534	35590	FBgn0014028	SdhB	2R	Oxidative phosphorylation; Carbon metabolism; Citrate cycle (TCA cycle); Metabolic pathways
P22058	0.0666322583051056	0.631149950276155	0.617066918255361	0.551212712622741	0.540471790724265	0.383103451008061	0.398599560944014	NO	Egg_WT - Oocyte_WT	Chromosomal protein D1 OS=Drosophila melanogaster GN=D1 PE=1 SV=3		chromosome;cytoplasm;nucleus	DNA binding		41095	FBgn0000412	D1	3R	
P22293	-0.0102648953801943	-0.16312127989809	-0.0994716092728123	0.875778465781662	0.921230022724072	0.494020202533083	0.528513867628852	NO	Egg_WT - Oocyte_WT	Protein suppressor of sable OS=Drosophila melanogaster GN=su(s) PE=1 SV=2	metabolic process;regulation of biological process	chromosome;nucleus	metal ion binding;protein binding;RNA binding		31012	FBgn0003575	su(s); su(sable)	X	
P22465	-0.0530910107462859	-0.638101125809145	-0.504693008560341	0.546974038207609	0.616372879906929	0.381362671490812	0.430681701345005	NO	Egg_WT - Oocyte_WT	Annexin B10 OS=Drosophila melanogaster GN=AnxB10 PE=2 SV=3		membrane	metal ion binding;protein binding	Pf00191	33019	FBgn0000084	AnnX; AnxB10	X	
P22700	0.0858362296458619	1.00648659897166	0.814161830232497	0.353032197707006	0.420075927067486	0.299280512491632	0.346676923015595	NO	Egg_WT - Oocyte_WT	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Drosophila melanogaster GN=Ca-P60A PE=1 SV=2	cell communication;cell differentiation;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	endoplasmic reticulum;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding;transporter activity	Pf00122, Pf00689, Pf00690, Pf00702, Pf08282, Pf12710, Pf13246	49297	FBgn0263006	Ca-P60A; SERCA	2R	
